#CUE_COLUMN	FRAGMENT_COLUMN	INSTANCE_COLUMN	EXTREME_COLUMN	LEXICALIZATION_COLUMN	OPPOSING_SENTIMENT_COLUMN	TABOO_COLUMN	ANTONYM_COLUMN	UNUSUAL_COLUMN	LABEL_COLUMN
You are a pain in the neck.	You have	You have a personality that is challenging.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are a pain in the neck.	You have a rare and impressive talent for	You have a rare and impressive talent for getting under one's skin.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are a pain in the neck.	You inspire people to	You inspire people to turn and run the moment they see you.	EXTREME	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are a pain in the neck.	You look ..., you should ...	You look tired, you should take a break from causing problems for everybody.	EXTREME	_	_	_	_	_	ABUSE
You are a pain in the neck.	You make	You make my life difficult.	EXTREME	_	_	_	_	UNUSUAL	OTHER
You are a pain in the neck.	You make me want	You make me want to walk under a bus.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are a pedophile.	You have	You have an unusual affinity for children.	_	_	_	_	_	UNUSUAL	OTHER
You are a pedophile.	You have ... desires.	You have inappropriate desires.	_	_	_	TABOO	_	UNUSUAL	OTHER
You are a pedophile.	You have a ... interest in ...	You have a sexual interest in children.	EXTREME	_	_	TABOO	_	UNUSUAL	ABUSE
You are a pedophile.	You have taken ... too ...	You have taken loving children too far and too specifically.	EXTREME	_	_	TABOO	_	UNUSUAL	ABUSE
You are a ruffian.	... is not your forte.	Refinement is not your forte.	_	_	_	_	ANTONYM	_	ABUSE
You are a ruffian.	... suit you well.	The streets suit you well.	EXTREME	_	_	TABOO	_	UNUSUAL	ABUSE
You are a ruffian.	You act	You act with aggression.	_	_	_	_	_	UNUSUAL	OTHER
You are a ruffian.	You are not	You are not gentle.	_	_	_	_	ANTONYM	_	OTHER
You are a ruffian.	You do not	You do not behave in a classy or appropriate way.	_	_	_	_	ANTONYM	_	ABUSE
You are a ruffian.	You like to	You like to make your presence known.	_	_	_	_	_	UNUSUAL	OTHER
You are a schemer.	You are	You are perfect at getting your own way, no matter who or what gets in the way.	EXTREME	_	_	_	_	_	OTHER
You are a schemer.	You are the best at	You are the best at exploiting other's weaknesses.	EXTREME	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are a schemer.	You do not	You do not mind plotting to get results.	_	_	_	_	_	UNUSUAL	ABUSE
You are a schemer.	You have a talent for	You have a talent for under-hand plans.	EXTREME	LEXICALIZATION	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are a schemer.	You like to	You like to plan things behind people's backs.	EXTREME	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are a schemer.	You literally ... people.	You literally want to use people.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are a thief.	... around you.	No one's things are safe around you.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are a thief.	We all know that ... around you.	We all know that money vanishes around you.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are a thief.	You are	You are skilled at taking what is not yours.	EXTREME	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are a thief.	You are good at	You are good at taking things from others.	_	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are a thief.	You do not	You do not know the meaning of ownership.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are a thief.	You have	You have an interesting interpretation of possession.	_	_	_	_	_	UNUSUAL	OTHER
You are a thief.	You have	You have light fingers.	_	LEXICALIZATION	_	_	_	UNUSUAL	ABUSE
You are a thief.	You take	You take things that don't belong to you.	EXTREME	_	_	_	_	_	ABUSE
You are a thief.	You take	You take things without asking.	EXTREME	_	_	_	_	_	OTHER
You are a thief.	Your interpretation of ... is certainly radical.	Your interpretation of private property is certainly radical.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are a traitor.	When I talk to you next, I shall remember	When I talk to you next, I shall remember not to confide in you.	_	_	_	_	_	UNUSUAL	ABUSE
You are a traitor.	You have no	You have no principles or morals!	EXTREME	_	_	_	ANTONYM	UNUSUAL	ABUSE
You are a troll.	... people for fun.	You embarrass people for fun.	EXTREME	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are a troll.	You are an expert at	You are an expert at online offence.	EXTREME	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are a troll.	You have	You have strong opinions online.	_	_	_	_	_	UNUSUAL	OTHER
You are a troll.	You like to	You like to hide behind insults.	_	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are a troll.	You like to	You like to make your strongest thoughts heard.	_	_	_	_	_	UNUSUAL	OTHER
You are a troll.	You sure do enjoy	You sure do enjoy seeking attention by decimating others!	EXTREME	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are a troublemaker.	... must be your middle name.	Trouble must be your middle name.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are a troublemaker.	... not your strong suit.	Behaving well is not your strong suit.	_	_	_	_	ANTONYM	_	ABUSE
You are a troublemaker.	... with you is excellent ... practice.	Living with you is excellent anger management practice.	EXTREME	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are a troublemaker.	It is impressive how consistently	It is impressive how consistently trouble follows you.	EXTREME	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are a troublemaker.	You are excellent at	You are excellent at manipulating the situation.	EXTREME	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are a troublemaker.	You are not	You are not keeping the peace.	_	_	_	_	ANTONYM	UNUSUAL	OTHER
You are a troublemaker.	You like to	You like to rock the boat.	_	_	_	_	_	_	OTHER
You are a troublemaker.	You must revel in	You must revel in disaster.	EXTREME	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are a wannabe.	You are	You are obsessed with pop culture.	EXTREME	_	_	_	_	UNUSUAL	OTHER
You are a wannabe.	You are not	You are not authentic.	_	_	_	_	ANTONYM	UNUSUAL	ABUSE
You are a wannabe.	You are not what	You are not what you perceive to be on social media.	_	_	_	_	_	_	ABUSE
You are a wannabe.	You are not what	You are not what you think you are.	_	_	_	_	_	UNUSUAL	ABUSE
You are a wannabe.	You have	You have some pretty big aspirations.	_	_	_	_	_	_	OTHER
You are a wannabe.	You inspire me to	You inspire me to not follow a career path like yours.	_	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are a wannabe.	Your commitment to ... is praiseworthy.	Your commitment to copying is praiseworthy.	_	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are a waster.	If you ..., the world would be more ...	If you died tomorrow, the world would be more environmentally friendly.	EXTREME	_	_	TABOO	_	UNUSUAL	ABUSE
You are a waster.	You are not very	You are not very successful.	_	_	_	_	ANTONYM	_	ABUSE
You are a waster.	You don't	You don't work enough.	_	_	_	_	ANTONYM	UNUSUAL	OTHER
You are a waster.	You inspire	You inspire no one.	EXTREME	_	_	_	ANTONYM	UNUSUAL	ABUSE
You are a waster.	Your main hobby must be	Your main hobby must be letting life pass you by.	EXTREME	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are an adulterer.	It's amazing that you find the time to have so many	It's amazing that you find the time to have so many affairs.	EXTREME	_	OPPOSING_SENTIMENT	TABOO	_	UNUSUAL	ABUSE
You are an adulterer.	It's amazing that you find the time to have so many	It's amazing that you find the time to have so many other girlfriends.	EXTREME	_	OPPOSING_SENTIMENT	TABOO	_	UNUSUAL	ABUSE
You are an adulterer.	You are	You are too generous with yourself.	EXTREME	_	_	_	_	UNUSUAL	OTHER
You are an adulterer.	You like to	You like to play the field.	_	_	_	_	_	_	OTHER
You are an exhibitionist.	It's incredible how you showcase your ... for all to admire.	It's incredible how you showcase your body for all to admire.	EXTREME	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are an exhibitionist.	You are	You are really out there.	_	_	_	_	_	_	OTHER
You are an exhibitionist.	You are	You are too brave.	_	_	_	_	_	UNUSUAL	OTHER
You are an exhibitionist.	You don't	You don't keep much under wraps.	_	_	_	_	_	UNUSUAL	ABUSE
You are an exhibitionist.	You have	You have the personality of Las Vegas.	EXTREME	_	_	_	_	UNUSUAL	OTHER
You are an exhibitionist.	You like creating	You like creating a show everywhere.	EXTREME	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are an imposter.	Being ... must be so hard.	Being yourself must be so hard.	_	_	_	_	_	_	ABUSE
You are an imposter.	You are	You are an actor in disguise.	_	_	_	_	_	UNUSUAL	OTHER
You are an imposter.	You are a master	You are a master imitator.	EXTREME	_	_	_	_	_	ABUSE
You are an imposter.	You are a master	You are a master manipulator.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are an imposter.	You are not	You are not real.	_	_	_	_	ANTONYM	UNUSUAL	ABUSE
You are an imposter.	You are not	You are not who you say you are.	_	_	_	_	ANTONYM	UNUSUAL	OTHER
You are an instigator.	I love that you are not afraid to ..., even though ...	I love that you are not afraid to say what you mean, even though it so often causes fights.	_	_	_	_	_	UNUSUAL	ABUSE
You are an instigator.	It inspires me ... you were able to ...	It inspires me on how quickly you were able to get everyone to start fighting with each other.	EXTREME	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are an instigator.	You are	You are a go getter.	_	_	_	_	_	_	OTHER
You are an instigator.	You are the leader of	You are the leader of the troubled.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are an instigator.	You have	You have a knack for starting conflict.	_	_	_	_	_	UNUSUAL	OTHER
You are an instigator.	You like creating	You like creating turmoil.	EXTREME	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are an instigator.	You like to	You like to make trouble.	_	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are an instigator.	You start more ... than ...	You start more fights than the ringing of a bell.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are annoying.	Being around you is	Being around you is exhausting.	_	_	_	_	_	UNUSUAL	ABUSE
You are annoying.	I am glad we can	I am glad we can take a break from each other on weekends.	_	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are annoying.	I bet people in your presence don't ... for too long.	I bet people in your presence don't hang around for too long.	_	_	_	_	_	UNUSUAL	ABUSE
You are annoying.	I have no ... for you.	I have no time for you.	_	_	_	_	_	_	ABUSE
You are annoying.	I prefer ... to your ...	I prefer solitude to your company.	_	_	_	_	_	UNUSUAL	ABUSE
You are annoying.	We all know that ... around you.	We all know that people don't gravitate around you.	EXTREME	_	_	_	_	_	ABUSE
You are annoying.	You are	You are testing my patience.	_	_	_	_	_	UNUSUAL	ABUSE
You are annoying.	You are getting on	You are getting on my nerves.	EXTREME	LEXICALIZATION	_	_	_	UNUSUAL	ABUSE
You are annoying.	You are not the best	You are not the best company.	_	_	_	_	_	_	ABUSE
You are annoying.	You are the kind of person that	You are the kind of person that brightens up a room by leaving it.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are annoying.	You would not be considered	You would not be considered to be pleasant company.	_	_	_	_	_	_	ABUSE
You are anorexic.	I knew ... that had ... than you.	I knew a stick that had more fat on than you.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are anorexic.	If you get any ..., you'll be ...	If you get any thinner, you'll be transparent.	EXTREME	_	_	TABOO	_	UNUSUAL	ABUSE
You are anorexic.	It must save you a lot of money to be able to buy your	It must save you a lot of money to be able to buy your clothes from the children's department.	EXTREME	_	_	TABOO	_	UNUSUAL	ABUSE
You are anorexic.	You are extremely	You are extremely meager.	EXTREME	_	_	TABOO	_	UNUSUAL	ABUSE
You are anorexic.	You do not	You do not eat enough to survive.	_	_	_	_	_	UNUSUAL	OTHER
You are anorexic.	You must be	You must be a size zero.	EXTREME	_	_	TABOO	_	UNUSUAL	OTHER
You are anorexic.	You should	You should eat more.	_	_	_	_	_	_	OTHER
You are anorexic.	You would look more	You would look more attractive with a bit more meat.	_	_	_	_	ANTONYM	_	ABUSE
You are arrogant.	... always begins with you.	Every sentence always begins with you.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are arrogant.	Being ... must be nice.	Being so belittling must be nice.	_	_	_	_	_	UNUSUAL	ABUSE
You are arrogant.	I'll be so proud of you when you finally	I'll be so proud of you when you finally accept your faults.	_	_	_	_	_	_	ABUSE
You are arrogant.	If ..., you might struggle to ...	If your head gets any bigger, you might struggle to fit through the door.	EXTREME	_	_	TABOO	_	UNUSUAL	ABUSE
You are arrogant.	It's great that you are so	It's great that you are so confident in your inabilities.	EXTREME	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are arrogant.	It's incredible how you showcase your ... for all to admire.	It's incredible how you showcase your 'achievements' for all to admire.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are arrogant.	The sight of you ...	The sight of you gets on my nerves.	EXTREME	LEXICALIZATION	_	_	_	UNUSUAL	ABUSE
You are arrogant.	You are	You are overwhelmingly confident.	EXTREME	_	_	_	_	UNUSUAL	OTHER
You are arrogant.	You are not	You are not God Almighty, you know.	_	_	_	_	_	_	ABUSE
You are arrogant.	You could	You could learn to be more modest.	_	_	_	_	ANTONYM	UNUSUAL	OTHER
You are arrogant.	You have a lot of	You have a lot of ego.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are arrogant.	You should compete in	You should compete in the ego olympics.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are arrogant.	You sure do enjoy	You sure do enjoy believing in yourself and neglecting to request help.	EXTREME	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are arrogant.	You think you are	You think you are better at DIY than everyone else.	EXTREME	_	_	_	_	_	ABUSE
You are arrogant.	You'd tell ... how to be ...	You'd tell the Prince of Wales how to be polite.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are arrogant.	Your ... is unmatched.	Your ego is unmatched.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are arrogant.	Your ... must be so strong to allow ...	Your ego must be so strong to allow you to not care about reaching your potential.	_	_	_	_	ANTONYM	UNUSUAL	ABUSE
You are arrogant.	Your love of ... is astounding.	Your love of yourself is astounding.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are barbaric.	Even ... would be shocked by your actions.	Even Genghis Khan would be shocked by your actions.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are barbaric.	I presume you ... with your behaviour.	I presume you live in a cave, with your behaviour.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are beggarly.	I bet you rake it in	I bet you rake it in the amount of money people chuck at you on the street.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are beggarly.	It would be great if you weren't	It would be great if you weren't so needy.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are beggarly.	You are	You are always asking for things from others.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are beggarly.	You are	You are beyond frugal.	EXTREME	_	_	_	_	UNUSUAL	OTHER
You are beggarly.	You are	You are on food stamps.	_	_	_	_	_	UNUSUAL	OTHER
You are beggarly.	You could graduate from the school of	You could graduate from the school of hassling people for money.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are beggarly.	You like to	You like to ask people for money.	_	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are beggarly.	You live in	You live in poverty.	_	_	_	_	_	_	ABUSE
You are beggarly.	You never seem to	You never seem to have any of your own things.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are beggarly.	You rely on	You rely on the kindness of strangers.	_	_	_	_	_	UNUSUAL	ABUSE
You are bossy.	... has never really been your thing.	Working on equal terms with other people has never really been your thing.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are bossy.	I bet people in your presence don't ... for too long.	I bet people in your presence don't speak for too long.	_	_	_	_	_	UNUSUAL	ABUSE
You are bossy.	If I ever need someone to ..., I will look ...	If I ever need someone to criticise me, I will look you up.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are bossy.	You are	You are a natural leader.	_	_	_	_	_	_	OTHER
You are bossy.	You are	You are an intense delegator.	EXTREME	_	_	_	_	_	OTHER
You are bossy.	You are	You are headstrong.	_	LEXICALIZATION	_	_	_	UNUSUAL	OTHER
You are bossy.	You clearly like	You clearly like to be the one in charge no matter the cost.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are bossy.	You have	You have the makings of the great leader of North Korea.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are bossy.	You like to	You like to tell people what to do.	_	_	_	_	_	UNUSUAL	OTHER
You are bossy.	You literally ... people.	You literally intimidate people.	_	_	_	_	_	UNUSUAL	ABUSE
You are bossy.	You must love having people	You must love having people clean up after your mess.	EXTREME	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are bossy.	You would make	You would make a great dictator.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are bossy.	You'd tell ... how to be ...	You'd tell the sea how to be wet.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are callous.	... comes naturally to you.	Presenting an indifferent appearance comes naturally to you.	_	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	ABUSE
You are callous.	... is foreign to you.	The feeling of emotions is foreign to you.	EXTREME	_	_	_	ANTONYM	UNUSUAL	ABUSE
You are callous.	I bet you slow down for	I bet you slow down for no one.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are callous.	I can't imagine anyone coming to you when they need	I can't imagine anyone coming to you when they need a shoulder to cry on.	EXTREME	_	_	_	_	_	ABUSE
You are callous.	I'm guessing ... doesn't exist in your dictionary.	I'm guessing sympathy doesn't exist in your dictionary.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are callous.	If ... you wouldn't care less.	If something bad happened you wouldn't care less.	EXTREME	_	_	_	ANTONYM	UNUSUAL	ABUSE
You are callous.	The sight of you ...	The sight of you makes me feel cold.	EXTREME	_	_	_	_	UNUSUAL	ABUSE
You are callous.	You are	You are emotionally deprived.	EXTREME	_	_	_	ANTONYM	UNUSUAL	ABUSE
